nrKilled,nrWound,year,country,group,attack,target,weapon
2,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
2,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Hostage Taking (Kidnapping),Military,Firearms
6,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Business,Firearms
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Terrorists/Non-State Militia,Melee
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
2,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Terrorists/Non-State Militia,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Terrorists/Non-State Militia,Firearms
5,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
2,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Terrorists/Non-State Militia,Firearms
4,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Business,Firearms
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Business,Firearms
2,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Melee
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Terrorists/Non-State Militia,Firearms
3,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Private Citizens & Property,Firearms
5,0,1975,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Unknown,Firearms
3,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
3,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Government (General),Firearms
1,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Private Citizens & Property,Melee
2,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Private Citizens & Property,Melee
4,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
2,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Business,Firearms
3,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Business,Firearms
1,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
5,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Business,Firearms
1,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
6,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Business,Firearms
1,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Melee
1,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Tourists,Firearms
1,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
2,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Melee
1,0,1977,United Kingdom,Ulster Volunteer Force (UVF),Unknown,Terrorists/Non-State Militia,Unknown
1,0,1977,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Private Citizens & Property,Melee
1,0,1977,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Police,Firearms
2,0,1977,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Terrorists/Non-State Militia,Explosives/Bombs/Dynamite
1,0,1977,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1977,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1977,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1977,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Private Citizens & Property,Firearms
2,0,1977,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1977,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Private Citizens & Property,Firearms
1,0,1977,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
2,0,1978,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
2,0,1978,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1978,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Private Citizens & Property,Firearms
1,0,1978,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Private Citizens & Property,Firearms
1,0,1978,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1979,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Private Citizens & Property,Firearms
1,0,1979,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Private Citizens & Property,Firearms
1,0,1979,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Unknown,Firearms
1,0,1979,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Private Citizens & Property,Firearms
1,0,1979,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Private Citizens & Property,Firearms
1,0,1979,United Kingdom,Ulster Volunteer Force (UVF),Unknown,Private Citizens & Property,Unknown
1,0,1980,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Private Citizens & Property,Firearms
1,0,1980,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1980,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Private Citizens & Property,Firearms
1,0,1980,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1981,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Terrorists/Non-State Militia,Firearms
1,0,1981,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1981,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1982,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1982,United Kingdom,Ulster Volunteer Force (UVF),Unarmed Assault,Private Citizens & Property,Melee
1,0,1982,United Kingdom,Ulster Volunteer Force (UVF),Hostage Taking (Kidnapping),Private Citizens & Property,Firearms
1,0,1982,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1982,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
0,0,1982,United Kingdom,Ulster Volunteer Force (UVF),Hostage Taking (Kidnapping),Private Citizens & Property,Unknown
1,0,1982,United Kingdom,Ulster Volunteer Force (UVF),Unarmed Assault,Private Citizens & Property,Melee
1,0,1983,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1984,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1984,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1984,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Unknown
1,0,1985,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1985,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1986,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1986,United Kingdom,Ulster Volunteer Force (UVF),Unarmed Assault,Private Citizens & Property,Melee
1,0,1986,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1987,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1987,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1988,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1988,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1988,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1988,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1988,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1988,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Government (General),Firearms
1,0,1989,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1989,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Unknown
1,0,1989,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1989,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1989,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
2,1,1989,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Business,Firearms
1,0,1990,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Government (General),Firearms
1,0,1990,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,2,1990,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
0,1,1990,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1990,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1990,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1990,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1990,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Private Citizens & Property,Firearms
1,0,1990,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Business,Firearms
1,0,1991,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1991,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1992,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Melee
1,0,1992,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1992,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1992,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1992,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1992,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Terrorists/Non-State Militia,Firearms
1,3,1992,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Government (General),Firearms
1,0,1992,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
0,3,1994,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Transportation,Firearms
1,0,1994,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1994,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Explosives/Bombs/Dynamite
0,1,1994,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1994,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1994,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Business,Firearms
1,0,1994,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1994,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
2,1,1994,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
2,0,1994,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
0,4,1994,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
0,0,1994,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Business,Incendiary
1,0,1994,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1994,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Private Citizens & Property,Firearms
6,5,1994,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1994,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1994,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
0,0,1994,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1996,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Firearms
1,0,1996,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Military,Firearms
1,0,1997,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Melee
1,0,1997,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1997,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Private Citizens & Property,Melee
1,0,1999,United Kingdom,Ulster Volunteer Force (UVF),Assassination,Terrorists/Non-State Militia,Firearms
0,2,2000,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
2,0,2000,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Terrorists/Non-State Militia,Firearms
0,1,2000,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Private Citizens & Property,Melee
0,0,2000,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
0,0,2000,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,2001,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,2005,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Religious Figures/Institutions,Firearms
0,0,2005,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Private Citizens & Property,Incendiary
0,0,2012,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,0,2012,United Kingdom,Ulster Volunteer Force (UVF),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,0,2014,United Kingdom,Ulster Volunteer Force (UVF),Facility/Infrastructure Attack,Private Citizens & Property,Incendiary
0,0,2015,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Private Citizens & Property,Firearms
0,0,2015,United Kingdom,Ulster Volunteer Force (UVF),Armed Assault,Private Citizens & Property,Incendiary
0,1,1998,United Kingdom,Unaffiliated Individual(s),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,1,1998,United Kingdom,Unaffiliated Individual(s),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,1998,United Kingdom,Unaffiliated Individual(s),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,3,1999,United Kingdom,Unaffiliated Individual(s),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,1999,United Kingdom,Unaffiliated Individual(s),Armed Assault,Police,Incendiary
0,1,2000,United Kingdom,Unaffiliated Individual(s),Armed Assault,Private Citizens & Property,Melee
2,0,2001,United Kingdom,Unaffiliated Individual(s),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,0,2006,United Kingdom,Unaffiliated Individual(s),Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
0,0,2007,United Kingdom,Unaffiliated Individual(s),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,2007,United Kingdom,Unaffiliated Individual(s),Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
0,1,2010,United Kingdom,Unaffiliated Individual(s),Assassination,Government (General),Melee
1,0,2013,United Kingdom,Unaffiliated Individual(s),Armed Assault,Private Citizens & Property,Melee
1,0,2013,United Kingdom,Unaffiliated Individual(s),Armed Assault,Military,Melee
0,0,2013,United Kingdom,Unaffiliated Individual(s),Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary
0,0,2013,United Kingdom,Unaffiliated Individual(s),Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary
0,0,2013,United Kingdom,Unaffiliated Individual(s),Bombing/Explosion,Religious Figures/Institutions,Explosives/Bombs/Dynamite
0,0,2013,United Kingdom,Unaffiliated Individual(s),Bombing/Explosion,Religious Figures/Institutions,Explosives/Bombs/Dynamite
0,0,2013,United Kingdom,Unaffiliated Individual(s),Bombing/Explosion,Religious Figures/Institutions,Explosives/Bombs/Dynamite
0,0,2014,United Kingdom,Unaffiliated Individual(s),Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary
0,1,2015,United Kingdom,Unaffiliated Individual(s),Unarmed Assault,Private Citizens & Property,Melee
0,3,2015,United Kingdom,Unaffiliated Individual(s),Armed Assault,Transportation,Melee
1,0,1971,United Kingdom,Unknown,Assassination,Private Citizens & Property,Firearms
1,0,1972,United Kingdom,Unknown,Armed Assault,Private Citizens & Property,Incendiary
1,0,1972,United Kingdom,Unknown,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1973,United Kingdom,Unknown,Assassination,Terrorists/Non-State Militia,Firearms
0,0,1973,United Kingdom,Unknown,Bombing/Explosion,Government (Diplomatic),Explosives/Bombs/Dynamite
2,0,1973,United Kingdom,Unknown,Assassination,Private Citizens & Property,Firearms
0,1,1974,United Kingdom,Unknown,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1974,United Kingdom,Unknown,Assassination,Private Citizens & Property,Firearms
1,0,1974,United Kingdom,Unknown,Assassination,Private Citizens & Property,Firearms
1,0,1974,United Kingdom,Unknown,Assassination,Private Citizens & Property,Firearms
1,0,1976,United Kingdom,Unknown,Armed Assault,Private Citizens & Property,Melee
0,0,1977,United Kingdom,Unknown,Armed Assault,Government (Diplomatic),Firearms
1,0,1977,United Kingdom,Unknown,Armed Assault,Private Citizens & Property,Firearms
3,0,1977,United Kingdom,Unknown,Assassination,Government (General),Firearms
0,0,1977,United Kingdom,Unknown,Hijacking,Airports & Aircraft,Explosives/Bombs/Dynamite
0,0,1977,United Kingdom,Unknown,Facility/Infrastructure Attack,Government (Diplomatic),Incendiary
0,0,1977,United Kingdom,Unknown,Bombing/Explosion,Government (Diplomatic),Explosives/Bombs/Dynamite
1,0,1978,United Kingdom,Unknown,Assassination,Terrorists/Non-State Militia,Firearms
0,1,1978,United Kingdom,Unknown,Assassination,Government (Diplomatic),Explosives/Bombs/Dynamite
0,1,1978,United Kingdom,Unknown,Bombing/Explosion,Journalists & Media,Explosives/Bombs/Dynamite
0,1,1979,United Kingdom,Unknown,Assassination,Business,Firearms
0,0,1979,United Kingdom,Unknown,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
0,0,1979,United Kingdom,Unknown,Facility/Infrastructure Attack,Government (General),Incendiary
0,0,1979,United Kingdom,Unknown,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,1979,United Kingdom,Unknown,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1980,United Kingdom,Unknown,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1980,United Kingdom,Unknown,Assassination,Business,Firearms
0,5,1980,United Kingdom,Unknown,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
0,0,1980,United Kingdom,Unknown,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,1980,United Kingdom,Unknown,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,1,1980,United Kingdom,Unknown,Bombing/Explosion,Business,Unknown
0,0,1980,United Kingdom,Unknown,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,0,1980,United Kingdom,Unknown,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
2,0,1980,United Kingdom,Unknown,Armed Assault,Private Citizens & Property,Firearms
37,23,1980,United Kingdom,Unknown,Facility/Infrastructure Attack,Business,Incendiary
0,1,1980,United Kingdom,Unknown,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,0,1980,United Kingdom,Unknown,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,2,1980,United Kingdom,Unknown,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
0,1,1981,United Kingdom,Unknown,Assassination,Government (General),Explosives/Bombs/Dynamite
0,1,1981,United Kingdom,Unknown,Assassination,Government (General),Explosives/Bombs/Dynamite
0,3,1981,United Kingdom,Unknown,Facility/Infrastructure Attack,Business,Incendiary
0,1,1981,United Kingdom,Unknown,Assassination,Military,Firearms
1,0,1981,United Kingdom,Unknown,Assassination,Government (General),Explosives/Bombs/Dynamite
0,1,1981,United Kingdom,Unknown,Armed Assault,Military,Firearms
0,1,1981,United Kingdom,Unknown,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,1981,United Kingdom,Unknown,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,0,1981,United Kingdom,Unknown,Facility/Infrastructure Attack,Government (Diplomatic),Incendiary
0,0,1981,United Kingdom,Unknown,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,1981,United Kingdom,Unknown,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
0,2,1981,United Kingdom,Unknown,Armed Assault,Police,Firearms
0,8,1981,United Kingdom,Unknown,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
0,1,1981,United Kingdom,Unknown,Armed Assault,Military,Firearms
0,0,1982,United Kingdom,Unknown,Bombing/Explosion,Violent Political Party,Explosives/Bombs/Dynamite
0,0,1982,United Kingdom,Unknown,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
0,0,1982,United Kingdom,Unknown,Bombing/Explosion,Educational Institution,Explosives/Bombs/Dynamite
0,1,1982,United Kingdom,Unknown,Assassination,Military,Explosives/Bombs/Dynamite
0,0,1982,United Kingdom,Unknown,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,1982,United Kingdom,Unknown,Hostage Taking (Barricade Incident),Police,Explosives/Bombs/Dynamite
0,0,1983,United Kingdom,Unknown,Bombing/Explosion,Government (Diplomatic),Explosives/Bombs/Dynamite
0,0,1983,United Kingdom,Unknown,Bombing/Explosion,Journalists & Media,Explosives/Bombs/Dynamite
1,0,1983,United Kingdom,Unknown,Assassination,Government (General),Firearms
0,0,1983,United Kingdom,Unknown,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
0,0,1983,United Kingdom,Unknown,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,1983,United Kingdom,Unknown,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,1983,United Kingdom,Unknown,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,1983,United Kingdom,Unknown,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,3,1983,United Kingdom,Unknown,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
0,0,1983,United Kingdom,Unknown,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,1983,United Kingdom,Unknown,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,1983,United Kingdom,Unknown,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,8,1983,United Kingdom,Unknown,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,1984,United Kingdom,Unknown,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
0,0,1984,United Kingdom,Unknown,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
0,0,1984,United Kingdom,Unknown,Armed Assault,Military,Firearms
1,11,1984,United Kingdom,Unknown,Armed Assault,Police,Firearms
0,22,1984,United Kingdom,Unknown,Bombing/Explosion,Airports & Aircraft,Explosives/Bombs/Dynamite
0,1,1984,United Kingdom,Unknown,Assassination,Private Citizens & Property,Unknown
1,2,1984,United Kingdom,Unknown,Hostage Taking (Kidnapping),Government (General),Chemical
1,0,1984,United Kingdom,Unknown,Assassination,Business,Unknown
0,2,1984,United Kingdom,Unknown,Assassination,Police,Firearms
0,0,1985,United Kingdom,Unknown,Hostage Taking (Kidnapping),Business,Unknown
0,0,1985,United Kingdom,Unknown,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
